Comment,Rating
"quá ngon mà dáng vẫn ngon nha. nguyên liệu đảm bảo tươi sạch, tư vấn lại nhiệt tình.
vote 5* ++ luôn ạ ",1
"khuyên chân thành mng nên gọi combo này nhé :
- xôi chiên ăn cực đỉnh, ngọt vừa, ăn dẻo chấm cùng với kho quẹt thì tuyệt zờiii (49k)
- kho quẹt cùng rau củ quả luộc thì khỏi phải chê, nêm nếm vừa phải, chấm cgi với kho quẹt cũng ngon ý. (~85k)
- bánh tráng cuộn thịt heo hấp rất thơm, nhiều topping đi kèm, có cả rổ rau ú ụ nhiều loại lắm mà ko có chụp trong ảnh, nước chấm vừa (110k)
- không gian quán mát mẻ, sạch sẽ, bát đĩa hoạ tiết rất xinh, đồ ăn trang trí bắt mắt lắm, nchung đáng đồng tiền bát gạoo ",1
"đặt 2 cốc panda, 1 cốc thêm topping trân châu sợi 50% đường, không đá; 1 cốc 50% đá, 70% đường đến khi nhận hàng thì panda không có trân châu chỉ có trân châu sợi gọi thêm và cả 2 cốc đều  cực kì nhạt (nói thẳng ra là nhạt toẹt như nước ốc). sau đó gọi điện đến tổng đài thì dập máy, không nghe. không hiểu dịch vụ làm ăn như thế nào và tổng đài có để làm gì. thật sự là chưa bao giờ thấy tệ đến mức này.",0
"45k  3 con ốc, 3 sườn mà thằng***nhà mình nó bảo "" bé xíu xìu xiu"", nước nhạt như nước ốc thật.
ảnh quảng cáo cửa quán thì voãi luyện
ko quay lại.",0
"sau một vài lần đến quán thì mình thấy đặc biệt ấn tượng. địa điểm ngay cổng trường neu thuận tiện đi lại, sau giờ học có thể đến ăn trưa. quán mát, view đẹp, chỗ để xe rộng rãi.",1
"view và đồ uống ổn. phù hợp cho không gian làm việc hoặc muốn ngồi 1 mình.
mấy bé mèo ở quán cũng rất xinh. bạn quản lý chú ý thêm về chân mấy bé sau khi đi vệ sinh là được",1
"đi ăn vài ba lần ở quán, thích nem nướng ở đây, nhưng 2 lần gọi đồ về nhà hôm thì quán đóng cửa, hôm thì mới 7h kém đã báo hết nem???  không muốn bán hàng hay như nào? k đi đc mới phải gọi ship về mà 2 lần ăn hụt r đấy ",0
"thích quán này bởi hương vị và cách trình bày đặc sắc, màu sắc của các loại thạch rất bắt mắt, màu vàng thạch cam, màu xanh thạch cốm, màu tím của thạch nho và màu đỏ của thạch dâu kem theo đó là mít dai dai, giòn  giòn, ngòn ngọt kèm trân châu mềm và nhân cùi dừa tạo nên hương vị rất riêng cho quán. ăn sữa chua mít mùa hè ở quán này rất hay
giá cả cũng bình dân, nó nằm ở đường thanh nhàn, gần bệnh viện. ở đây bài trí ko đẹp, cũng ko tiện đường mình đi nên thỉnh thoảng mới ăn ở đây",1
"mình hay mua về , phở xào ở đây trc giờ vẫn ngon , bắp xào rất thơm. phở xào đều tay , rưới tí nc mắm vào thì tuyệt vời",0
"cuối tuần nên gia đình tôi kéo nhau đi ăn lẩu nấm. 
đã lâu chưa quay lại địa điểm này,thật sự vẫn rất hài lòng về phong cách phục vụ cũng như đồ ăn ở đây. 
vẫn sẽ luôn quay lại vào những lần sau ",1
"cafe trứng ngậy đậm vị cafe
ngon",1
sữa rất ngon.phù hợp với túi tiền,1
"mình gọi 2 cái pizza double cheese. nếu quán làm kĩ hơn ko lộn xộn topping thì pizza nó sẽ đỡ méo hơn thế này, mình ko hiểu tại sao đến pizza tròn mà giờ nó méo sẹo như này, topping vãi tung toé. pizza ăn cũng ổn thôi ở mức trung bình, ko phải là ko ngon mà cũng ko quá dở. mình phải cho thật nhiều tương cà ăn mới ngon, mới đỡ ngấy, bánh nhiều dầu mỡ quá. đc cái là pizza giao đến còn nóng hổi, cheese kéo đc.",1
"quảng cáo thấy đẹp, lại còn khuyến mãi.
mua về ăn cx ngon , đậm đà.
lần sau mua sẽ xin nhiều nước chấm️",1
"quán mới mở trong khu vực của timecity
️ đầu tiên là thấy ấn tượng với không gian sang chảnh, hợp với tín đồ thích sống ảo giống mình️️️ ngoài ra còn rất thoáng kể cả ngồi trên tầng
️ đồ uống: mình dùng nước hoa quả (mix chanh vàng và cam vàng) vị thanh, ngọt vừa và khá dễ uống. dùng kèm với bánh khá ok
️bánh: trên ảnh là 3 loại: matcha và yoghurt( vị ngọt vừa đủ thêm vị của sữa chua nên rất ngon)
coconut cũng rất ngon vị thanh ngọt dịu
thích nhất là bánh red velvet cốt bánh mềm kết hợp với kem bên trên ngậy rất hợp với đồ uống mình gọi
️nói chung bánh và nước khá ok. mà giá rất hợp lí. các bạn nên thử",1
"vừa order ship cơm sườn ăn trưa. cơm không những ít, đã thế còn nguội. thịt ăn dai và chua. nói chung sẽ không bao giờ order tại đây nữa",0
mình là khách quen của quán.. toàn gọi ở yên phụ. nhưng từ ngày quán bán thêm ở chùa láng gọi tiện hơn nhiều. ngày nào cũng đóng họ đều giá cả hợp lý. bánh to nhiều nhân ăn 2 người mới hết,1
"vị trí nằm trong khu trung tâm thương mại time city, hải sản tươi sống, tôm, cua, ốc... alaska to sống  
   bếp nấu ăn ngon kết hợp với nguyên liệu tươi nguyên!
  thử đc món tôm alaska: thịt tôm hơi giòn( hơi khác với thịt của tôm hùm) ngon chưa từng thấy!  
  giá cả cũng ok nếu ko chọn những loài hải sản đặc biệt! nhưng nếu đi cùng gia đình hoặc nhóm có thể thử những đặc sản ấy! 
  chỉ có điều mình muốn cá nướng đúng kiểu, nhưng bếp cứ... chiên, nhà mình sợ béo và dầu mỡ(chiên) thì ko tốt lắm cho sức khoẻ 
   bữa ăn thường xuyên vì gần nơi ở! ",1
"không hiểu suất là chim thiếu còng hay vì gì mà xôi chim cháy tỏi của mình: chim bị mất 2 cái còng luôn. 
tuy nhiên là vẫn đáng đồng tiền ăn hợp khẩu vị mình",1
"quán ở vị trí khá dễ tìm ngay mặt đường nguyễn khang. quán khá sạch sẽ có cả khu ngồi bàn và ngồi bệt cho mọi người lựa chọn. bít tết ở đây khá nhiều và đầy đặn đầy đủ thịt, trứng ốp, khoai chiên, ngô, rau củ... mình ăn xong là no căng )) . thịt mềm, ướp đậm đà. khoai tây chiên giòn. bánh mỳ ăn kèm cũng rất thơm và đặc ruột. điểm trừ là mình không ăn được thịt tái nên có lần đã gọi chín rồi mà vẫn làm tái quá khiến mình không ăn được và phải nhờ bếp mang vào làm lại. bây giờ thì quá quen thuộc với cửa hàng rồi nên cứ qua là dặn thịt thật chín cho em ^^",1
cơm sườn non mà khô không khốc. cơm có mùi giống mùi gián,0
"ngon tuyệt cú mèo 
không có gì để chê trách lun ấy
đồ ăn ngon 
cô chủ quán thân thiện 
còn cho thêm 3 đứa món khuyến mãi 
yêu cô chủ quán ️️️️",1
"quán mới mở ngay mặt đường đại cồ việt. nước ép quán nguyên chất, rất ngon, không có pha thêm đường hay nước cho đầy. đặc biệt là 2 món bơ xoài kem vs dâu dầm sữa chua. quán ko rộng lắm nh khá thoáng, chị chủ rất vui tính và thoải mái mn nha!",1
"mặc dù là quán vỉa hè, bàn nhựa ghế nhựa nhưng cơm ở đây đắt ngang cơm gà kfc suất đầy đủ nhất. tận 80k lận @@

bù lại thì mình cũng không thể chê về chất lượng được tẹo nào. cơm rang trứng dẻo thơm, khô vừa phải, ăn không bị bứ. thịt gà rang mềm, nước gà sánh rưới lên cơm rang tạo nên vị béo ngậy khó cưỡng lại được. ăn vài ba miếng cơm rồi dùng thêm một miếng dưa muối chín vàng là trọn vẹn một món ăn tuyệt vời,

giá như giá rẻ đi một tẹo thì tuần nào mình cũng ra đây ăn được huhu.",1
chỗ ngồi đẹp )) nhưng đồ ăn thì đắt vs cả ít món nhất là tối,1
"eo ơi có mã giảm giá nên mình đặt suất này 126k cứ nghĩ bị trừ hao đi là vừa cơ ai dè nhận được suất chà bá luôn.
ăn xong 2 đứa bê bụng ngồi thở :))))
ngan ngon, canh măng đậm đà,giá cả quá ổn. ahihi",1
"mình tới jirisan ăn 2 lần rồi.
- thịt nướng ở đây rất rất ngon, thơm, ngọt, mềm. must try! mình thường ăn thịt bò nướng. hiện nay nhà hàng đang có cả các set ăn cho 2-4 người. cá nhân mình thì thấy gọi món ngon hơn set. set thì tiết kiệm hơn thôi.
- bánh hải sản ăn bình thường. đắt so với giá 240k/bánh. 
- canh sườn bò ăn ngon.
- lần ăn thứ 2, mình đi cùng khách nên chọn phòng riêng tiếp khách. phòng riêng ko sang chảnh như khu vực bên ngoài ngồi phổ thông đâu. nên mọi người tiếp khách mà thích sang chảnh hãy ngồi ngoài. còn nếu không muốn người khác nghe mình nói chuyện gì thì hãy chọn phòng riêng ^^
- lưu ý là hiện nay, ở charmvit & grand plaza jirisan chỉ đi được khu vực thang máy từ hầm gửi xe lên thôi ạ ^^",1
"quán dễ tìm, nhìn từ ngoài vào đã thấy cây cối um tùm rồi  vào bên trong thì càng nhiều cây hơn, cảm giác rất mát mẻ và xanh mướt. 
gác xép thì ít cây hơn, nhưng lại tạo cảm giác như căn gác xép ở nhà vậy
quán khá đông khách, qua tầm 8h là có thể ko còn chỗ luôn
đồ uống ngon và nhiều, mình uống mãi mới hết ",1
"đầu tiên về phần đóng gói cho quán điểm 9 , cơm và thức ăn đáng điểm 10 luôn :). hôm nay đặt cho cả nhà ăn , mỗi người 1món cơm mà ai cũng khen ngon . con zai , con gái đòi bố mai đặt ăn tiếp. công nhận cơm dẻo thơm ngon , cari bò mình ăn thử trực tiếp thấy quá ngon, còn cơm sườn và cơm gà thì con trai và con gái tấm tắc khen cả trưa. sẽ ủng hộ quán dài dài . cảm ơn vì bữa cơm ngon :). chúc quán buôn may bán đắt.",1
"yến juice nằm đối diện cổng trường thpt việt đức.
điểm này nổi tiếng với bánh mì nem khoai, trà đào, là nơi tụ tập của bọn mình bao năm nay
nay có thêm nước ép với đủ loại hoa quả theo mùa
mình mới uống thử nước ép roi dâu, cóc, bưởi và sinh tốt mãng cầu của yến juice.
theo cảm nhận của mình hoa quả rất tươi. ngon, rẻ, chất lượng. 
chỉ 20k/1 cốc nước ép, rẻ nhất trong những quán mà mình đã từng uống mà chất lượng.
thái độ anh chị chủ cũng nhiệt tình, sẵn sàng phục vụ nhu cầu của khách. nếu muốn có thể chọn hoa quả tươi trên xe hàng để anh chị ý làm luôn.
cảm thấy yên tâm và muốn quay lại nhiều lần nữa.

p/s:
quán mới khai trương được free ship 2km.",1
"gọi sữa chua và chè về văn phòng ăn thử cho gần, nhưng nhận sữa chua như thế này đây:
- thì siêu bẩn, k có cái nào dùng đc
- sữa chua: toàn vị phẩm màu, để lâu, có hẳn 3 con kiến trong cốc k biết từ bao giờ???
- chè, caramen: không có cốc nào như hình ảnh trên menu. chè khúc bạch ở đây chắc độc nhất vô nhị, k có tý khúc bạch nào, lèo tèo trân châu, long nhãn, dừa khô. 

nói chung k hiểu sao một quán chè thế này mà cũng tồn tại đc trên foody và delivery now, thậm chí là gắn mác verified???",0
"thiệt ra là đồ uống chả có j đặc biệt mà lại còn đắt lòi ra.:)))
được cái có chỗ ngồi, view ngay hồ tiện đẹp.
tầm chiều chiều mát.
nhiều tây tha hồ ngắm cả hồ cả tây.:)))
nv thì k thấy mặn mà nhiệt tình.
wifi thì như dở hơi chả dùng đc.",1
"mình đặt 3 suất phở cuốn, hình ảnh là phở cuốn thịt, nhưng nhận về thì phở cuốn chỉ có tí trứng rán và chả, rau thơm ko dùng rau húng hay rau mùi mà thay bằng
kinh giới, ăn nó ngang lắm luôn, lại còn cuốn độn thêm bún vào nhìn cho to sao??? nước chấm nhạt nhẽo, chốt lại là ko đáng tiền, sẽ ko bao giờ quay lại quán này",0
"đồ ăn siêu ngon
rất đáng đồng tiền bát gạo các cậu à ",1
"đúng là đồ ăn ở đây rất tươi ngon. đợt trước mình đi ăn sét 199k trên cơ sở 2 ở 75a trần hưng đạo và thấy rất chim ưng, từ đồ ăn đến thái độ nhân viên, và ko gian nhà hàng. nên phát hiện ra cơ sở 1 ở gần nhà, mình đi lần nữa. mải ăn nên ko chụp được mấy. nhưng công nhận mực chắc thịt và ngọt lừ, ghẹ tươi, rắn, cá song ngọt...tôm nữa chứ. mọi người có thấy có hai đĩa ko? đầu chiên còn mình hấp đó, đầu chiên giòn, bóc lớp vỏ ngoài ra rồi chấm với tương có mù tạt, giòn tan. mình hấp, thịt chắc và ngọt. cách ăn này là mình được giám đốc nhà hàng tư vấn, ăn vừa tiết kiệm, ăn được hết sạch con tôm, mà còn ăn ngon nữa chứ.
tóm lại là, từ này chỉ đến đây ăn hải sản thôi. tất nhiên giá tiền ở đây khi ko có khuyến mại thì cũng ko phải là rẻ lắm, vì đồ tươi, lại là nhà hàng cao cấp, nhưng so với các nơi khác thì cũng ko phải đắt. nói chung tiền nào của nấy. nên để đảm bảo, cứ khi nào có tiền ăn thì ra đây, ko thì thôi, chứ ăn linh tinh sợ lắm",1
"lựa chọn đầu tiên mỗi lần muốn ăn quẩy đùi gà, hà nội thì cửa hàng này là bán có tiếng về chất lượng lâu năm nên mình rất hay đặt bên khâm thiên, quẩy rán không bị ngấm dầu mà lại ăn rất thơm, giòn. lúc trước thì không thích ăn quẩy lắm vì ở ngoài họ bán hôi hôi sao đấy, nhưng từ lúc ăn ở ngọc linh thì mình thấy ok.",1
"cơm rang nóng , đùi gà to ( hơi bở ) ăn cũng ổn .",1
kinh tởm,0
"dịch này đến với ashima mk khá yên tâm,đến các bạn nv mới lấy bát trong hộp ra ,khách ra mk thấy***bạn xịt cồn khử khẩn
đặc biệt đồ ăn ở đây ngon và rất bắt mắt,sẽ tiếp tục quay lại đây",1
"vì thấy quán chất lượng quá mà hơi ít review nên viết một chút để ủng hộ quán. đóng gói cẩn thận, gọn gàng, sạch sẽ, ship cũng nhanh, tầm 20p là có rồi. nhìn rất đầy đặn chứ không lèo tèo như những quán khác. trà lá dứa thì siêu mát, gà ngon sốt thì để trong cái hộp nhỏ nhỏ cũng siêu ngon :)) cực kỳ thích sốt này, có dưa chuột và dưa muối nên ăn cũng đỡ ngán. cơm theo mình thì hơi khô một chút thôi nhưng vẫn rất ổn. sẽ ủng hộ quán những lần sau",1
"cơm tấm thịt kho tàu!
     món thịt kho tàu mềm đậm đà thơm ngon và không bị nát, nước kho sền sệt chấm rau hoặc rưới cơm đều ngon tuyệt hảo. rau dưa ăn kèm giòn ngọt, thanh mát rất dễ ăn giúp cho người ăn có cảm giác ngon miệng và không bị ngán. giá cả hợp lý, suất cơm khá là nhiều và có nhiều món ăn kèm từ rau luộc , canh và thạch tráng miệng giúp mình ăn no và có đủ năng lượng để làm việc cho cả buổi chiều.
    quán đẹp sạch sẽ và sang trọng, không gian thoáng mát, mọi thứ đều được sắp xếp gọn gàng khiến mình thấy an tâm về chất lượng vệ sinh món ăn ở đây. nhân viên nhanh nhẹn lịch sự. quán ăn lại gần chỗ mình làm nữa. sẽ ủng hộ quán dài dài!",1
"- phở gà chỗ này cũng ngon, chuẩn gà ta dai giòn sần sật, nước dùng thơm, đậm đà. về phở trộn như trong hình thì thật sự đỉnh !! gia vị được cho vừa phải, ko bị quá mặn hay quá ngọt... ngoài ra mình còn vắt thêm chanh để có thêm vị chua chua. lần nào đi ăn mình cũng gọi thêm bát tiết, tiết mềm mềm nước nước chấm với muối tiêu chanh  
- tiếp đến là dịch vụ, điểm trừ mạnh từ mình. lần nào mình ra cũng thấy c con bà chủ bị khó ở với mấy bác giúp việc:))) mà ko ngờ có ngày c ý khó ở trực tiếp với mình luôn  hôm trước mình ăn tối, hôm đấy bị đầy bụng mà vẫn muốn ăn trộn nên có gọi bát phở trộn ko hành khô (cơ mà có lẽ bác bê đồ ko nghe hết). lúc bê bát phở ra, mình có thắc mắc qua, thế mà c con bà chủ (cao cao đeo kính)đang đứng bên ngoài chia bún liền nói rõ to, kiểu muốn gào lên cho mình nghe thấy hay sao : “khách ko nói sớm thì kệ khách chứ, tại sao mình phải đổi, kệ khách”. bà chủ lúc đó đang ngồi múc múc chan chan nghe thấy, lại cầm lấy bát phở nhặt hành ra giùm mình. ôi thật ra thì đằng nào mình cũng đã ăn rồi, nhưng thật sự làm mình ăn mất ngon, cảm giác như bị coi thường ý 
- vấn đề vệ sinh thì... rỏ đũa nhìn đen đen, mỗi lần ăn mình lại phải lựa kĩ:))) thìa thì mình hay lau bằng chanh vì thìa có những vết vết loang lổ ý ạh ! quán khá nhỏ, ăn trên vỉa hè và mỗi lần ăn mọi ng lại vứt đầu giấy rác ra nên hơi mất mỹ quan nhưng chỗ nào cũng thế nên ko bất ngờ.
- cuối cùng là giá cả. 40k cho 1 bát phở (trộn hay nước như nhau). 1 bát tiết buổi tối mình hay gọi, được 3 miếng (20k)",1
"mình có đặt bánh bột lọc và nộm bò khô. bánh bột lọc ngon, vỏ dai, nhân đầy đặn. nộm bò khô cũng nhiều. mỗi tội là nộm với nước chấm để tủ lạnh nên bị lạnh ngắt, ship hơn 4km vẫn lạnh nguyên. mình ăn ở nhà thì còn đỡ, chứ các bạn không ship kèm đũa, nước chấm lại để trong túi buộc thay vì để trong cốc, như vậy ăn sẽ rất bất tiện với bạn nào đặt đồ đến công ty ăn hay là những chỗ không có sẵn bát đũa.",1
"2 đứa ăn 2 bắt riêu bò giò đậu + 1 quẩy hết 84k nên k biết giá từng cái bao nhiêu , nước dùng đậm đà mình thích lắm :)) nhân viên phục vụ siêu nhanh và thân thiện lúc ăn về trời mưa nhân viên quán còn đưa ô dẫn mình ra xe lấy áo mưa ",1
"mình là tín đồ nước ép và ăn vặt ! rất hay uống nước ép ở đây vi hoa quả đặt uống thấy thơm và tươi ngon , đã qua quán uống , khá sạch sẽ và vệ sinh !! đặc biệt có món xoài và cóc lắc ngày nào mình cũng phải đặt vì bị nghiện ! và hơn hết quán có cả đồ uống healthy như cần tây , bí đao , thi thoảng minh vẫn đặt để uống cho tốt !!! tuy nhiên quán có 1 điểm trừ là chưa có nhiều đồ ăn vặt ! với đứa nghiện ăn vặt như mình thi muốn đặt 1 lần có đô luôn , ngại đặt nhiều !! mong quán có thêm nhiều món ăn vặt kèm để mình đặt cho dễ !!",1
"nghe mọi người khen ngon từ lâu
nay gọi grab về ăn thử
mình chọn 1 thập cẩm với 1 mọc giò bát to 35k/ bát
mà mở ra shock nhẹ
thế này mà gọi bát bé thì ko biết có gì bên trong
hay gọi ship về sẽ bị ít?
đây là ảnh 1 bát chưa bỏ bún và 1 bát đã bỏ bún
bình thường ăn 1 bát bún cá 35k là no lạc lè mà nay ăn 2 bát liền cũng ko no lắm",1
"ngon, chất lượng tốt, phục vụ tuyệt với, chắc chắn sẽ quay lại",1
30k/bát,1
"mình đã ăn ở đây ko dưới 6 lần. quán nấu rất ngon, món ăn đa dạng, từ món mặn chay đến rau, nộm, cơm lừa, ngô khoai, bánh kê, bánh lọt...
món tráng miệng cũng rất ngon.
giá cả quá hợp lý so với chất lượng và ko gian. 
trên cả tuyệt vời. 
10/10",1
"lẩu ngon
chất lượng
đồ ăn nhiều và đa dạng các loại để lựa chọn. 
nước dùng cũng ngon, ăn xong cho mỳ tôm vào >< . quá tuyệt luôn",1
"trà sữa mancha ngon khó cưỡng 
mùa đông rồi, các bạn mau qua thưởng thức đồ uống nóng mới ra lò của mancha đi nào ️️",1
"vkck e hay ăn ở quán đầu tiên của ngõ 21*** ko gian ko đc sáng chảnh lẳm nhưng bình dân, giá bình dân, đĩa rau đầy đặn, thịt đầy đặn thật sự",1
"lúc trước học ở gần đây nên mình cũng qua uống khá nhiều lần. hồi mới mở tầm hơn năm trước chất lượng đồ rất ổn luôn. từ trà sữa, matcha hay trà hoa quả đều ngon. nhưng hôm nọ qua uống thì chán hẳn. mình gọi hồng trà sữa thêm trân châu đen đem về. trà thì nhạt nhẽo loảng như nước lã, trân châu giờ là 10k mà vừa ít vừa dở. nói chung chắc sẽ không quay lại đâu dù có khuyến mãi hay gì.

quán thì vắng mà nhân viên đông quá, ngồi la liệt",0
"nóng bức nên chóng thèm biaaaa 
lướt một vòng cmt trên hội, tìm được nhà hàng vừa có bia tươi vừa có các món ăn âu, á và đc biệt là sasimi nên ngoi lên để review lại cho ae .
nhà hàng vuvuzela. địa chỉ số 8 tràng thi
bia tươi thì khỏi nói rùi, đậm đà, mát lạnhh. ️️️️️
đồ ăn phong phú, phải nói là muốn ăn gì cũng có, quá xứng đáng với đồng tiền bát gạo. ️️️️️
không gian sang trọng, mát mẻ, mùa hè này bước vào nhà hàng như đúng bước vào thiên đường ️️️️
nhân viên ( cái mình thật sự ưng nhất ở đây là thái độ nhân viên) được đào tạo quá chuyên nghiệp, lúc nào cũng niềm nở "" c cần thêm gì không ạ ? e lấy thêm cho chị cái này cái kia ? "" . best của best. ️️️️️
mình đã note vuvuzela số 8 tràng thi vào quán quen và còn sẽ quay lại nhiều lần ",1
mình ăn ở đây nhiều lần r.  chỗ này rất tiện vì có luôn rạp chiếu phím.  giá rất hợp lí.  ăn 2 đùi 1 cánh mà có gần 200 thôi.  nhân viên phục vụ rất nhiệt tình.  các bạn nên ăn thử ở đây,1
"bữa nay qua ăn thử và cảm nhận là  chỗ hơi nhỏ  nhưng rất thoải mái và sạch sẽ. ac chủ ở đây thân thiện và vui vẻ :) 
đồ ăn ở đây ngon hơn m tưởng 
hnay ăn cơm rang dưa bò và cơm rang thập cẩm rất hợp mồm, m thích ăn cơm rang mềm thơm mùi trứng. nhân ở đây hoàn toàn là đồ tươi do ac tự làm từ dưa đến nhân cơm thập cẩm -> điểm cộng. món ăn đậm đà đầy ú ụ như ảnh  sẽ quay lại nh lần nữa để thử thêm món khác",1
"trời đã se lạnh mình lại nhâm nhi bên nồi lẩu của daruma thôi. mình đến đây chủ ý muốn sd lẩu kim chi nhưng thấy nv giới thiệu có lẩu mới là collagen bảo tốt cho sức khỏe, lại đẹp da nữa thế là hội mình cứ thấy bảo tốt mà còn đẹp lại được ăn nên đã dùng thử.đúng như những gì các bạn nv tư vấn.ngon miễn chê ạ lại còn được nv hướng dẫn cách ăn chuẩn nhật nữa chứ.ngon, ngon thật sự ạ. mọi người qua và thử ngay nhé",1
"lần đầu tiên ăn 1 suất mì nhiều viên mà giá rẻ bất ngờ lun  
p/s sẽ ủng hộ shop dài dài lun nha ",1
"quán dễ tìm, dễ thấy và dễ ấn tượng.
nhỏ, hẹp nhưng bày trí khá ok.
có 2 nhà 18b và 21 cùng ngõ, hơi lệch nhau 1 tí. nhà 21 thì hiện đại hơn, tuy nhiên mình vẫn thích không gian 18 hơn.
tầng 2 bên 18 hơi thấp, gọi là gác sép thì đúng hơn, bạn nào ko cẩn thận dễ bị chạm đầu.
menu siêu dễ thương, nhiều phiên bản quá r nên mình chả chụp lại nữa.
đến sớm thì khá yên tĩnh nhưng tầm giữa buổi nhìn chung là ồn.
điểm trừ to đùng là ko cấm hút thuốc nên mùi lắm. 
phục vụ nhanh, đồ ok. hôm chụp những chiếc ảnh này máy say hỏng nên ko có sinh tố ~~~
tủ sách khá đồ sộ nhưng tối ))) ko có đọc nổi. bên cạnh lan can gác có cái bốt điện, cũng hơi ghê.
thấy mn khen đồ ăn nhanh ở đây nhưng chưa có thử.",1
"đồ ở cộng khá ngon mà giá cả lại phải chăng . view ở quán này đẹp ngồi trên tầng 2 có thể nhìn bao quát xung quanh , khá rộng rãi và thoáng đãng  . ngoài ra cách trang trí của quán còn rất ấn tượng , 10 điểm cho sự sáng tạo  . các bạn nhân viên cũng rất lịch sự , chuyên nghiệp , vui vẻ và tận tình . không giáng quán ở đây rộng , bàn ghế sắp xếp ngay ngắn , khoa học . thực sự là không có điểm gì để chê trách . mọi người nên uống thử ở quán này",1
"thịt toàn da và xương, trông như gặm dở",0
tạt vô ăn tr khi đi dạy. không có j đặc sắc. bún ngan 30k,1
"thích ăn bánh mì nên với mình món này khá ngon, mua mang về đi đường xa ăn vẫn dòn, thơm mùi thơm của hành khô và ruốc.",1
"mình đến đây đã từng ăn cả sữa chua mít, hoa quả dầm, rau câu và trà sữa. gọi là khách ruột của quán luôn rồi.  rất ít khi viết bình luận nhưng thật sự hôm này thấy cưar hàng trên đây thì muốn share với các bạn luôn!
*đồ ăn: mình chưa bỏ cái gì bao giờ, trừ khi quá no. đồ ăn được trang trí khá khéo tay, rất thơm ngậy và riêng.  món nào m thư qua đều hài lòng, nhưng thích nhất món rau câu, thấy anh chị ấy giới thiệu là chè trộn rau câu caramen, anh chị ấy tự nấu, không chất bảo quản. 
*giá cả: đều rất bình dân, nhưng sạch sẽ, tươi ngon. số lượng cũng nhiều, m ăn 1 bát sưqx chua mít cũng đã no rồi. thế mà thấy nhiều người còn ăn thêm được cả đồ chiên nữa . 
*phục vụ: luôn luôn chào và cảm ơn khách hàng. mình rất quý anh chị ý, lúc nào đến đây cũng thấy thân thiện. lại hay có chương trình khuyến mại nữa chứ 
cảm ơn quán nhiều, mong là quán sẽ luôn được ủng hộ và phát triển hơn ",1
"vừa rồi mình có đặt mua bánh mỳ bò pho mai ở quán nhưng nhìn vào cái hình trong app của now và thực tế khi nhận được cái bánh nó khác hoàn toàn với hình ảnh.
bánh thì không thể nuốt nổi toàn rau với sốt. không hiểu sao quán vẫn có thể tồn tại khi bán những thể loại bánh thế này",0
xôi rất ngon đầy đặn làm rất có tâm chắc chắn sẽ là địa chỉ quen thuộc vì mình nghiện xôi,1
"thật luôn là mình thấy rất bất ngờ khi thấy hot - food-instagramer mình follow khen nức nở, ăn đứt cái quán ra cùng đợt, đậm chất đà nẵng của hai hot gơ nhà kia ko tiện nói tên. chứ xin lỗi mấy chế, mình đi ăn luôn, mà chán quá, mình để quên hình, tới hôm nay mới có dịp lôi ra viết :v
đồ cuốn thịt heo, tai heo chấm mắm nêm đặc sệt phong cách ăn của người hanoi cho 1 món (tạm gọi là phong cách) đà nẵng. bún mắm nêm thì nước lõng bõng @@ mình đã khá bất ngờ và yêu cầu check lại với nhà bếp xem món được mang lên có phải bún mắm nêm không? vì hoàn toàn ko ngửi thấy mùi mắm nêm đặc trưng mà mình vẫn kì vọng... và cái tương ớt ạ... không giống tí nào. mình hy vọng nhiều lắm, nhưng thứ duy nhất mình cảm thấy ok và đỡ thất vọng nhất là em nước đậu lá nếp, uống khá vui. chấm. 
mình sẽ ko quay lại quán này nữa!",1
"nước ngonnnn . dâu tây chấm muối hảo hảo xuất sắc . chủ quán thân thiện , nhiệt tình . sẽ ủng hộ quán nhiều ",1
"quán mới khai trương. khá thích chuỗi này, đồ dễ ăn mà giá không quá cao.
cơ sở mới không gian sạch sẽ, lịch sự. khu văn phòng nên buổi trưa qua đây đông vãi.",1
đọc bình luận thấy mọi người khen nhiều nên đặt sip suất lớn 35k. thất vọng tràn trề.,0
"tôi tới đây vào 1 sáng chủ nhật và cũng khá bất ngờ với quán này, bởi cách bài trí, món ăn và dịch vụ. 
quán này cũng khá là dễ tìm, gần quán kem tràng tiền  nhưng đi nhích lên 1 đoạn nữa.có 3 tầng riêng biệt, không gian yên tĩnh, bài trí nhẹ nhàng theo hơi hướng nhật, khá đẹp
sushi ở đây rất ngon, đặc biệt sushi cá ngừ, cá kobe và bánh xèo. nhưng điều không thích nhất đó là quá đắt, chi phí cho bữa ăn quá cao, ăn ở đây chỉ là để thưởng thức chứ ko no bụng được. bánh xèo đã là 120k/ chiếc rồi, đồ uống cũng rất đắt. nhân viên nhiệt tình, luôn sẵn sàng tư vấn cho khách",1
